"고유번호","구명","법정동명","산지여부","주지번","부지번","새주소명","소재지","지목한글","수목면적","수종한글","본수","과명","학명","수령","수고","흉고둘레","수관너비","활력도","지정품목","지정년월일","수목구분내용","가치등급","소유자","관리자","병해종류명","병해피해도","병해관리상태","병해관리방안","충해종류명","충해피해도","충해관리상태","충해관리방안","기타피해상태","기타피해관리","지정사유","나무의특징","연혁 및 전설","기타","수목고유번호","품계등급","생성일","사진파일명","경도","위도"
"246","송파구"," "," "," "," "," ","송파구 문정동 28-9번지","대지","177.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","530.00000000","14.00000000","580.00000000","18.00000000","2.00000000","서24-4","1968.7.3","정자목","1.00000000","서울특별시","공원녹지과"," "," "," "," ","진딧물","심"," ","약제방제"," "," "," "," "," "," ","25","0E-8",""," ","127.1242991","37.4897804"
"247","송파구"," "," "," "," "," ","송파구 오륜동 88-2번지","공원용지","314.00000000","느티나무","2","느릅나무과","Zelkova serrata makino","430.00000000","12.00000000","387.00000000","20.00000000","2.00000000","서24-6","1968.7.3","정자목","2.00000000","서울특별시","국민체육진흥공단"," "," "," "," ","진딧물 섭식성 해충","경"," ","약제방제"," "," "," "," "," "," ","19-2","0E-8",""," ","127.1228487","37.5185244"
"248","송파구"," "," "," "," "," ","송파구 석촌동 248번지","공원용지","34.00000000","회화나무","1","콩과","Sophora japonica Linne","235.00000000","12.00000000","230.00000000","9.00000000","2.00000000","서24-7","1989.10.24","보목","2.00000000","서울특별시","송파구청 문화공보실"," "," "," "," ","진딧물 깍지벌레","심"," ","약제방제"," "," "," "," "," "," ","18-1","0E-8",""," ","127.1025096","37.5020583"
"249","송파구"," "," "," "," "," ","송파구 거여동 322버지","공원용지","154.00000000","향나무","1","측백나무과","Juniperus chinensis Linne","630.00000000","12.00000000","182.00000000","12.00000000","2.00000000","서24-1","1968.7.3","명목","2.00000000","서울특별시","공원녹지과"," "," "," "," ","응애","경"," ","약제방제"," "," "," "," "," "," ","21-1","0E-8",""," ","127.1442289","37.4901827"
"250","강동구"," "," "," "," "," ","강동구 암사동 412번지","대지","64.00000000","향나무","1","측백나무과","juniperus chinensis Linne","320.00000000","11.00000000","262.00000000","11.00000000","2.00000000","1-17-47(구나무)","1974.4.20","명목","1.00000000","강동2차아파트(공유)","이태영(강동구 암사동 401)","녹병"," ","0521방제","향나무 주위에 식재된 기주식물을 제거 적기약제방제","응애","심","0508방제","약제방제","뿌리기능저하","기둥형 보호책토양개량"," "," "," ","정사각형의 철근 콘크리트 보호책이 설치되어 있으며","1","2.00000000",""," ","127.1406847","37.55407"
"251","강동구"," "," "," "," "," ","강동구 하일동 466번지","대지","132.00000000","느티나무","1","느릅나무과","zelkova serrata Makino","310.00000000","22.00000000","340.00000000","20.00000000","2.00000000","1-17-1-12-38(마을나무)","1985.10.2","명목","2.00000000","파형윤씨 대언공공파 월명공손종희","이기방9강동구 하일동 466)"," "," "," "," ","진딧물"," ","0508방제","약제방제","뿌리가 사면으로 노출 피압피해 우려","뿌리 및 수간주위 시설물의 철거 식생정리 주택이축"," "," "," "," ","2","2.00000000",""," ","127.1766164","37.5578895"
"252","강동구"," "," "," "," "," ","강동구 고덕동 312-13번지","대지","132.00000000","느티나무","1","느릅나무과","zelkova serrata Makino","110.00000000","11.00000000","213.00000000","10.00000000","2.00000000","1-17-4-50-39(마을나무0","1985.10.2","명목","2.00000000","서울특별시(강동구)","강동구 공원녹지과"," "," "," "," ","진딧물","심","0508방제","약제방제","뿌리부위 과습","뿌리수술실시"," "," "," ","아프트 후면 소공원내에 있으며 2.6m 떨어져 있음","3","2.00000000",""," ","127.1521726","37.5569275"
"253","강동구"," "," "," "," "," ","강동구 둔촌제1동 둔천주공아파트1단지 129동 옆","대지","0E-8","등나무","1","콩과","Witaria floribunda A.P.DC","120.00000000","4.00000000","60.00000000","10.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," ","천공성해충"," ","0508방제","약제방제"," "," "," "," "," "," ","22-2","2.00000000",""," ","127.1411683","37.5257054"
"254","강동구"," "," "," "," "," ","강동구 둔촌제1동 둔천주공아파트1단지 129동 옆","대지","0E-8","등나무","1","콩과","Witaria floribunda A.P.DC","120.00000000","4.00000000","100.00000000","10.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," ","천공성해충"," ","0508방제","약제방제"," "," "," "," "," "," ","22","2.00000000",""," ","127.1410792","37.5256544"
"255","강동구"," "," "," "," "," ","강동구 둔촌제1동 둔천주공아파트1단지 129동 옆","대지","0E-8","등나무","1","콩과","Witaria floribunda A.P.DC","120.00000000","4.00000000","80.00000000","10.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," ","천공성해충"," ","0508방제","약제방제"," "," "," "," "," "," ","22-3","2.00000000",""," ","127.1411726","37.5256313"
"256","강동구"," "," "," "," "," ","강동구 성내 제3동 441번지","대지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","60.00000000","9.00000000","150.00000000","10.00000000","2.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","23","2.00000000",""," ","127.1337994","37.5232453"
"277","구로구"," "," "," "," "," ","구로구 구로본동 443-15 구로초등학교"," ","0E-8","은행나무","1","은행나무과","Ginkgo biloba","60.00000000","11.00000000","74.00000000","11.00000000","3.00000000"," "," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17-노-0004","0E-8",""," ","126.8857401","37.4971121"
"278","금천구"," "," "," "," "," ","금천구 시흥동 234"," ","0E-8","느티나무","1","느릅나무과","Zelkova serrata makino","500.00000000","0E-8","0E-8","0E-8","0E-8"," "," ","풍치수","1.00000000","서울특별시"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13","0E-8",""," ","126.9079481","37.4599009"
"279","동작구"," "," "," "," "," ","동작구 대방동 340-6번지","도로","0E-8","양버즘나무","1","버즘나무과","Platanus occidentalis Linne","50.00000000","20.00000000","196.00000000","11.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","뿌리생육공간 협소","뿌리생육공간 넓게확보 보호책설치"," "," "," ","미구부대정문 옆쪽에 콘크리트 석축과 닿아있으며 주","1","0E-8",""," ","126.9264906","37.5125819"
"276","마포구"," "," "," "," "," ","마포구 합정동 145-3번지","묘지","0E-8","느티나무","1","느릅나무과","Zelkova serrata makino","165.00000000","20.00000000","388.00000000","18.00000000","3.00000000","1-10-15-10-24","1981.10.27","풍치수","2.00000000","경성구미인 묘지회(마포구 합정동 145-3)","경성구미인 묘지회(마포구 합정동 145-3)"," "," "," "," "," "," "," "," "," ","콘크리트옹벽을 자연석으로 교체 뿌리수술"," "," "," ","뿌리주위에 콘크리트 옹벽이 설치 생육공간협소 보","37","0E-8",""," ","126.9111717","37.5464476"
"280","동작구"," "," "," "," "," ","동작구 사당동 281-1번지","대지","70.00000000","은행나무","1","은행나무과","Ginkgo biloba Linne","330.00000000","17.00000000","295.00000000","18.00000000","2.00000000","1-14-34(구나무)","1968.7.3","풍치수","1.00000000","이달래(동작구 사당동 281-1)","신석철(동작구 사당동 284-18)"," "," "," "," "," "," "," "," ","입지조건이 극히 불량함","외과수술 지속적인 관리가 필요"," "," "," ","뿌리주위는 자연석으로 분이 형성되어 있으며 주변은","20-동작구-보-001","0E-8",""," ","126.9702249","37.4815086"
"281","도봉구"," "," "," "," "," ","도봉구 도봉동 401번지","대지","2306.00000000","은행나무","1","은행나무과","Ginkgo biloba Linne","165.00000000","18.00000000","190.00000000","13.00000000","3.00000000","1-7-31-17(동나무)","1981.10.27","정자목","3.00000000","재단법인 유린원(도봉구 도봉동 401)","금득사(도봉구 도봉1동 401)"," "," "," "," "," "," "," "," ","수관폭내 휴게시설/석축옹벽","스텐보호책 휴게시설물 철거 석축옹벽 제거 자연석"," "," "," "," ","4","33.00000000",""," ","127.0326242","37.688137"
"282","은평구"," "," "," "," "," ","은평구 진관외동 1번지","임야","80.00000000","느티나무","1","느릅나무과","Zelkova serrata Makino","215.00000000","18.90000000","235.00000000","21.00000000","3.00000000","1-8-14-22(동나무)","1981.10.27","풍치수","2.00000000","진관사(은평구 진관외동 1)","진관사(은평구 진관외동 1)"," "," "," "," ","진딧물 풍뎅이류","심"," ","약제방제","고사지 쇠약지 발생","고사지 쇠약지 제거와 안전시설물(쇠조임)설치가 필"," "," "," "," ","2","0E-8",""," ","126.9317064","37.6420801"
"283","은평구"," "," "," "," "," ","은평구 진관외동 52-1번지","대지","60.00000000","느티나무","1","느릅나무과","Zelkova serrata Makino","215.00000000","16.00000000","230.00000000","16.00000000","3.00000000","1-8-14-20(동나무)","1981.10.27","정자목","2.00000000","이홍구(은평구 진관외동 52-1)","이재형(은평구 진관외동 산7-2)"," "," "," "," ","진딧물","심"," ","약제방제","수세쇠약","뿌리생육공간 확대 토양개량"," "," "," ","길가쪽은 원형석축으로 분 안쪽은 반원형 석축으로","15","0E-8",""," ","126.9416305","37.6414908"
"284","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","낙우송","1","낙우송과","Taxodium distichum(L)Richrad","80.00000000","23.00000000","188.00000000","6.00000000","2.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14-8","32.00000000",""," ","127.0355765","37.5790992"
"285","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","화백","1","편백속","Chanaccyparis pisiera 두이","110.00000000","15.00000000","120.00000000","8.00000000","1.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","28-1","27.00000000",""," ","127.0448935","37.5759259"
"257","강동구"," "," "," "," "," ","강동구 둔촌제2동 426-13번지 구립약수 경로당옆","대지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","120.00000000","15.00000000","170.00000000","10.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","뿌리생육공간협소","뿌리생육공간확보 수형조절"," "," "," "," ","18","2.00000000",""," ","127.1408326","37.5326879"
"258","강동구"," "," "," "," "," ","강동구 천호제2동 신암초교내","학교용지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","60.00000000","12.00000000","200.00000000","12.00000000","2.00000000","후보목"," "," ","1.00000000"," "," "," "," "," "," "," "," "," "," ","보호책설치"," "," "," "," "," ","6","2.00000000",""," ","127.1239869","37.5495284"
"259","강동구"," "," "," "," "," ","강동구 천호제2동 신암초교내","학교용지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","60.00000000","10.00000000","170.00000000","10.00000000","1.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","7","2.00000000",""," ","127.1248612","37.5492197"
"260","강동구"," "," "," "," "," ","강동구 천호제2동 신암초교내","학교용지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","60.00000000","10.00000000","175.00000000","8.00000000","1.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","7-1","2.00000000",""," ","127.1248142","37.5490658"
"261","강동구"," "," "," "," "," ","강동구 하일동 362번지","대지","0E-8","이태리포플러","1","버드나무과","Populus euramericana Guinier","60.00000000","25.00000000","300.00000000","11.00000000","2.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","47","2.00000000",""," ","127.1747278","37.5470946"
"262","강동구"," "," "," "," "," ","강동구 성내 제3동 441번지","대지","0E-8","느티나무","1","느릅나무과","zelkova serrata Makino","60.00000000","10.00000000","160.00000000","9.00000000","2.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","23-1","2.00000000",""," ","127.133799","37.5232033"
"263","중구"," "," "," "," "," ","정동 34-5","대지","150.00000000","향나무","1","측백나무과","Juniperus chinensis L.","525.00000000","16.50000000","2.25000000","8.30000000","0E-8","서2-2","72.10.12","보목","0E-8","학교법인 배재학당","소공동장"," "," "," "," "," "," "," "," "," "," ","수령이 오래된 향나무로 보호가치가 있음","2가지로 분지 되었으나 수형과 생육이 좋지 않음.","임진왜란 때 가등청정이 말을 매었던 곳"," ","2-정동-보-02","0E-8",""," ","126.9723189","37.563773"
"264","용산구"," "," "," "," "," ","한남 1동 541-1"," ","0E-8","느티나무","1","느릅나무과","Zelkova serrata makino","515.00000000","0E-8","0E-8","0E-8","0E-8"," "," "," ","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","127.0059443","37.536892"
"265","용산구"," "," "," "," "," ","원효로4가 128-1"," ","0E-8","은행나무","1","은행나무과","Ginkgo biloba Linne","115.00000000","0E-8","0E-8","0E-8","0E-8"," "," "," ","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9521889","37.5337128"
"266","용산구"," "," "," "," "," ","용산2가 1-3"," ","0E-8","소나무","1","소나무과","Pinus densiflora S. et z.","100.00000000","0E-8","0E-8","0E-8","0E-8"," "," "," ","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9862354","37.5472231"
"267","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","난티나무","1","느릅나무과","Ulmus laciniata","80.00000000","20.00000000","160.00000000","10.00000000","1.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," ","옆으로 두충나무와 수관경쟁"," ","희귀수종"," "," "," ","9","32.00000000",""," ","127.0322305","37.5835104"
"268","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","물푸레나무","1","물푸레나무과","Fraxinus rhynchophyllo","80.00000000","20.00000000","163.00000000","8.00000000","1.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","3","31.00000000",""," ","127.0533338","37.5921175"
"269","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","망개나무","1","갈매나무과","Berchemia berchemiaeforia","60.00000000","9.00000000","63.00000000","5.00000000","1.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2","28.00000000",""," ","127.0597221","37.5941371"
"270","종로구"," "," "," "," "," ","부암동201","0","0E-8","소나무","0"," "," ","180.00000000","5.00000000","0E-8","14.00000000","0E-8","서1-16","1968.7.3","0","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9628311","37.5960233"
"271","종로구"," "," "," "," "," ","팔판동2","0","0E-8","느티나무","0"," "," ","175.00000000","18.00000000","0E-8","14.00000000","0E-8","서1-29","1972.10.12","0","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9808712","37.5819953"
"272","종로구"," "," "," "," "," ","청운동89-9","0","0E-8","느티나무","0"," "," ","565.00000000","11.00000000","0E-8","16.00000000","0E-8","서1-2","1981.10.27","0","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9711394","37.5867631"
"273","종로구"," "," "," "," "," ","구기동40","0","0E-8","느티나무","0"," "," ","265.00000000","11.00000000","0E-8","17.00000000","0E-8","서1-19","1981.10.27","0","0E-8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0E-8",""," ","126.9582712","37.6049559"
"274","동대문구"," "," "," "," "," ","동대문구 청량2동 207번지","대지","0E-8","산뽕나무","1","뽕나무과","Morus bombycis koidz","80.00000000","15.00000000","130.00000000","12.00000000","2.00000000","후보목"," "," ","3.00000000","임업연구원"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","23","31.00000000",""," ","127.0259728","37.5723267"
"275","성북구"," "," "," "," "," ","성북구 성북2동 323번지","대지","0E-8","느티나무","1","느릅나무과","Zelkova serrata Makino","165.00000000","12.00000000","247.00000000","16.00000000","4.00000000","1-6-2-7-8(마을나무)","1981.10.27"," ","2.00000000","이경자(성북구 성북2동 323)","이경자(성북구 성북2동 323)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5","0E-8",""," ","126.9944774","37.5991676"
"287","송파구"," "," "," "," "," ","송파구 오륜동 88-3번지","공원용지","380.00000000","은행나무","1","은행나무과","Ginkgo biloba Linne","530.00000000","18.00000000","604.00000000","21.00000000","1.00000000","서24-2","1968.7.3","명목","1.00000000","서울특별시","국민체육진흥공단","엽고병","경"," ","약제방제"," "," "," "," ","고사지쇠약지발생","수형조절"," "," "," "," ","19-1","0E-8",""," ","127.1204822","37.5222692"
"288","강동구"," "," "," "," "," ","강동구 둔촌제1동 둔천주공아파트1단지 129동 옆","대지","0E-8","등나무","1","콩과","Witaria floribunda A.P.DC","120.00000000","4.00000000","80.00000000","10.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," ","천공성해충"," ","0508방제","약제방제"," "," "," "," "," "," ","22-1","2.00000000",""," ","127.1410819","37.5257253"
"289","강동구"," "," "," "," "," ","강동구 상일동 325-1번지","학교용지","0E-8","비술나무","1","느릅나무과","uimus pumila Linn.","60.00000000","10.00000000","155.00000000","6.00000000","2.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," ","진딧물","심","0508방제","약제방제","뿌리주위 생육환경 열악","뿌리분 확대 및 보호책 설치"," "," "," "," ","43","2.00000000",""," ","127.1722816","37.5467561"
"290","동작구"," "," "," "," "," ","동작구 노량진1동 155-1번지","공원용지","0E-8","양버즘나무","1","버즘나무과","Platanus occidentalis Linne","70.00000000","23.00000000","250.00000000","12.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","뿌리생육공간협소 줄기상처부위발생","뿌리생육공간확장 및 보호책설치 외과수술"," "," "," "," ","20-동작구-노-017","0E-8",""," ","126.9481751","37.5137359"
"291","동작구"," "," "," "," "," ","동작구 상도동 103-2번지","대지","165.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","215.00000000","16.00000000","276.00000000","13.00000000","4.00000000","1-14-3-31(동나무)","1981.10.27","풍치수","3.00000000","미륵암(동작구 상도동 103-2)","미륵암(동작구 상도동 103-2)"," "," "," "," ","진딧물 피해","심함"," ","약제방제","수세쇠약으로 무기양료결핍우려","생리증진제 엽면시비실시"," "," "," ","미륵암내에 있으며 3년전 도로개설 당시 도로쪽의 뿌","20-동작구-보-002","0E-8",""," ","126.9616201","37.4948977"
"292","관악구"," "," "," "," "," ","관악구 봉천1동 715-20번지","대지","50.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","310.00000000","18.00000000","382.00000000","18.00000000","2.00000000","1-15-2-2-37(마을나무)","1985.10.2","정자목","1.00000000","김종호(관악구 봉천1동 715-20)","김종호(관악구 봉천1동 715-20)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","8","0E-8",""," ","126.9298551","37.4923172"
"293","서초구"," "," "," "," "," ","서초구 방배동 906-5","대지","0E-8","느티나무","1"," "," ","274.00000000","25.00000000","300.00000000","0E-8","0E-8"," ","1981.10.27"," ","0E-8","서울시"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2006년 가지치기","서22-19","0E-8",""," ","126.9969357","37.4845557"
"294","서초구"," "," "," "," "," ","서초구 반포동 68-2","대지","0E-8","은행나무","1"," "," ","332.00000000","20.00000000","300.00000000","0E-8","0E-8"," ","1972.10.12"," ","0E-8","서초구청"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2006가지치기 및 수간영양주사실시","서22-6","0E-8",""," ","126.9993307","37.4994499"
"295","서초구"," "," "," "," "," ","서초구 신원동 194","도로","171.00000000","느티나무","2","느릅나무과","Zelkova serrata makino","136.00000000","25.00000000","315.00000000","20.00000000","3.00000000","1-16-15-17-27(마을나무)","1968.7.3","정자목","2.00000000","서울특별시","서초구청장"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-신원동-보호수-0025","0E-8",""," ","127.0577269","37.4452884"
"296","동작구"," "," "," "," "," ","동작구 동작동 305번지","임야","12.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","310.00000000","16.00000000","460.00000000","14.00000000","1.00000000","1-14-11-1-36(마을나무)","1985.10.2","풍치수","2.00000000","국방부 국립묘지 관리사무소","국방부 국립묘지 관리사무소"," "," "," "," ","진딧물 풍뎅이류","심함"," ","약제방제","주변수목에 의해 피압우려","주변수목가지치기"," "," "," ","뿌리부위는 석축으로 분(높이 70cm)이 형성되어 있음","20-동작구-보-003","0E-8",""," ","126.9670528","37.4952868"
"297","동작구"," "," "," "," "," ","동작구 노량진2동 47-2번지","상업용지","0E-8","은행나무","3","은행나무과","Ginkgo biloba Linne","50.00000000","14.00000000","116.00000000","5.00000000","2.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","뿌리생육공간협소","뿌리생육공간확대"," "," "," ","지름120cm의 원형분이 형성","20-동작구-노-005","0E-8",""," ","126.9390983","37.5121761"
"298","동작구"," "," "," "," "," ","동작구 동작동 104-5번지","주거용지","0E-8","가중나무","1","소태나무과","Ailanthus altissina swingle","50.00000000","12.00000000","180.00000000","8.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","수관폭내 가옥있어 안전사고우려 뿌리생육공간협소","가옥을 매입 공원화조치 뿌리생육공간확대및 보호책"," "," "," "," ","61","0E-8",""," ","126.9811887","37.4974381"
"299","동작구"," "," "," "," "," ","동작구 대방동 340-4번지"," ","0E-8","양버즘나무","1","버즘나무과","Platanus occidentalis Linne","40.00000000","8.00000000","120.00000000","6.00000000","3.00000000","후보목"," "," ","2.00000000"," "," "," "," "," "," "," "," "," "," ","뿌리생육공간 협소","콘크리트 석축을 자연석으로 교체"," "," "," ","건물 뒷편 석축위 화단에 위치","20-동작구-노-020","0E-8",""," ","126.9278041","37.5123292"
"300","동작구"," "," "," "," "," ","동작구 사당동 713-2번지","도로","66.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","315.00000000","16.00000000","255.00000000","15.00000000","2.00000000","1-14-37(구나무)","1981.10.27","정자목","1.00000000","공유","이은주(동작구 사당4동 241)"," "," "," "," ","진딧물 피해"," "," ","약제방제","입지조건이 불량","세심한 보호관리 조치가 필요"," "," "," ","뿌리주위는 자연석으로 분이 형성됨 분주변은 블럭포","20-동작구-보-005","0E-8",""," ","126.9704622","37.4815458"
"301","동작구"," "," "," "," "," ","동작구 대방동 375번지","학교용지","0E-8","양버즘나무","1","버즘나무과","Platanus occidentalis Linne","80.00000000","26.00000000","300.00000000","12.00000000","2.00000000","후보목"," "," ","1.00000000"," ","성남고교장"," "," "," "," "," "," "," "," ","뿌리생육공간확장요","화단을 제거하고 가능한 넓게 보호책 설치"," "," "," ","학교운동장 모퉁이에 있으며 50cm옆으로 높이 80cm의","4","0E-8",""," ","126.9255797","37.5049577"
"319","서초구"," "," "," "," "," ","서초구 반포동 539번지","대지","70.00000000","은행나무","1","은행나무과","Ginkgo biloba Linne","325.00000000","19.00000000","300.00000000","19.00000000","2.00000000","1-6-42(구나무)","1972.10.12","정자목","1.00000000","이학구(서초구 반포동 539)","이학구(서초구 반포동 539)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-반포동-보호수-001","0E-8",""," ","126.9998852","37.4992712"
"320","서초구"," "," "," "," "," ","서초구 반포동 88번지"," ","0E-8","느티나무","4","느릅나무과","Zelkova serrata makino","136.00000000","30.00000000","191.00000000","28.00000000","3.00000000","1-16-8-10-26(마을나무)","1968.7.3","풍치수","1.00000000","서울특별시","서초구청장"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-반포동-보호수-024","0E-8",""," ","127.0016219","37.5126452"
"321","서초구"," "," "," "," "," ","서초구 서초동 1748-10번지","도로","4585.00000000","향나무","1","측백나무과","Juniperus chinensis Linne","830.00000000","18.00000000","360.00000000","9.00000000","4.00000000","1-27(시나무)","1968.7.3","풍치수","1.00000000","서울특별시","서초구청장"," "," "," "," "," "," "," "," "," "," "," "," "," ","2006년 수간영양주사 실시","22-서초동-보호수-003","0E-8",""," ","127.0074193","37.4921604"
"322","서초구"," "," "," "," "," ","서초구 방배2동 970-27번지","대지","232.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","430.00000000","14.00000000","400.00000000","14.00000000","4.00000000","16-40(구나무)","1968.7.3","정자목","1.00000000","김창호(서초구 방배동 970-27)","김창호(서초구 방배동 970-27)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-방배동-보호수-001","0E-8",""," ","126.9874444","37.4815614"
"323","서초구"," "," "," "," "," ","서초구 우면동 595번지","대지","377.00000000","회화나무","1","콩과","Sophora japonica linne","325.00000000","18.00000000","380.00000000","13.00000000","3.00000000","1-16-41(구나무)","1972.10.12","정자목","1.00000000","공유","김대현(서초구 우면동 595)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-우면동-보호수-001","0E-8",""," ","127.0151781","37.458145"
"324","서초구"," "," "," "," "," ","서초구 반포동 1-12번지","대지","31331.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","315.00000000","10.00000000","373.00000000","17.00000000","3.00000000","1-16-43(구나무)","1981.10.27","정자목","1.00000000","한신공영(영등포구 신길동 478)","이순우(서초구 반포동 1-12)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-반포동-보호수-003","0E-8",""," ","126.9946705","37.5038368"
"325","서초구"," "," "," "," "," ","서초구 원지동 산 34-1번지","임야","1928.00000000","갈참나무","2","참나무과","Quercus aliena blume","225.00000000","15.00000000","284.00000000","23.00000000","2.00000000","1-16-15-34(동나무)","1972.10.12","정자목","2.00000000","공유","공유"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-원지동-보호수-001","0E-8",""," ","127.0552551","37.4431839"
"326","서초구"," "," "," "," "," ","서초구 우면동 218-1번지","대지","342.00000000","돌배나무","1","장미과","Pyrus pyrifolia nakai","257.00000000","13.00000000","170.00000000","7.00000000","4.00000000","1-16-15-35(동나무)","1972.10.12","정자목","3.00000000","윤은주","조남현(서초구 우면동 218-1)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-우면동-보호수-010","0E-8",""," ","127.0188971","37.4659269"
"327","서초구"," "," "," "," "," ","서초구 내곡동 92-1번지","도로","8.00000000","느티나무","2","느릅나무과","Zelkova serrata makino","265.00000000","13.00000000","283.00000000","17.00000000","3.00000000","1-16-16-37(동나무)","1981.10.27","정자목","2.00000000","서울특별시","박치옥(서초구 내곡동 92-1)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-내곡동-보호수-001","0E-8",""," ","127.066469","37.4526774"
"328","서초구"," "," "," "," "," ","서초구 방배동 906-5번지","대지","217.00000000","느티나무","7","느릅나무과","Zelkova serrata makino","265.00000000","20.00000000","392.00000000","0E-8","3.00000000","1-16-24-39(동나무)","1981.10.27","정자목","1.00000000","차봉안(서초구 방배동 171-21)","차봉안(서초구 방배동 171-21)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","34","0E-8",""," ","126.9971104","37.4848527"
"329","서초구"," "," "," "," "," ","서초구 잠원동 364-1번지","대지","130.00000000","느티나무","1","느릅나무과","Zelkova serrata makino","215.00000000","18.00000000","350.00000000","14.00000000","2.00000000","1-16-15-33(동나무)","1981.10.27","정자목","1.00000000","윤정호(서초구 잠원동 364)","윤정호(서초구 잠원동 364)"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","22-잠원동-보호수-001","0E-8",""," ","127.0107131","37.5051681"
